"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"1","2.92","INTERPRO","Serum_paraoxonase/arylesterase","4","719","4","23408","0.54","1.12e-4","1.03e-1","32.56","1.87e-1","1.03e-1","8.83e-7","ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000040290,ENSDARG00000016856"
"1","2.92","INTERPRO","Arylesterase","4","719","4","23408","0.54","1.12e-4","1.03e-1","32.56","1.87e-1","1.03e-1","8.83e-7","ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000040290,ENSDARG00000016856"
"1","2.92","UP_SEQ_FEATURE","DISULFID:In form B","4","656","4","21277","0.54","1.14e-4","7.22e-2","32.43","6.97e-2","7.22e-2","8.96e-7","ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000040290,ENSDARG00000016856"
"1","2.92","GOTERM_MF_DIRECT","arylesterase activity","4","637","5","21154","0.54","2.59e-4","8.83e-2","26.57","1.42e-1","8.82e-2","3.98e-6","ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000040290,ENSDARG00000016856"
"1","2.92","GOTERM_MF_DIRECT","carboxylic ester hydrolase activity","5","637","45","21154","0.67","4.57e-2","1.00e+0","3.69","1.00e+0","1.00e+0","1.10e-2","ENSDARG00000063621,ENSDARG00000088411,ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000016856"
"1","2.92","INTERPRO","6-blade_b-propeller_TolB-like","4","719","47","23408","0.54","1.74e-1","1.00e+0","2.77","1.00e+0","1.00e+0","5.57e-2","ENSDARG00000097789,ENSDARG00000032496,ENSDARG00000040290,ENSDARG00000016856"
"2","2.07","GOTERM_CC_DIRECT","postsynaptic membrane","15","683","207","22190","2.01","4.97e-3","2.86e-1","2.35","7.99e-1","2.84e-1","1.95e-3","ENSDARG00000071298,ENSDARG00000102295,ENSDARG00000071374,ENSDARG00000074661,ENSDARG00000079348,ENSDARG00000078149,ENSDARG00000070543,ENSDARG00000053542,ENSDARG00000115778,ENSDARG00000058452,ENSDARG00000008487,ENSDARG00000039500,ENSDARG00000030376,ENSDARG00000075802,ENSDARG00000102254"
"2","2.07","GOTERM_CC_DIRECT","synapse","31","683","591","22190","4.16","5.32e-3","2.86e-1","1.70","8.21e-1","2.84e-1","2.93e-3","ENSDARG00000075189,ENSDARG00000045750,ENSDARG00000079348,ENSDARG00000027322,ENSDARG00000062305,ENSDARG00000017108,ENSDARG00000062972,ENSDARG00000058452,ENSDARG00000008487,ENSDARG00000036344,ENSDARG00000104413,ENSDARG00000100592,ENSDARG00000102254,ENSDARG00000073959,ENSDARG00000075830,ENSDARG00000074860,ENSDARG00000071298,ENSDARG00000074661,ENSDARG00000074524,ENSDARG00000070441,ENSDARG00000078149,ENSDARG00000110528,ENSDARG00000070543,ENSDARG00000053460,ENSDARG00000061304,ENSDARG00000115778,ENSDARG00000069937,ENSDARG00000039500,ENSDARG00000030376,ENSDARG00000070932,ENSDARG00000075802"
"2","2.07","UP_KW_CELLULAR_COMPONENT","Synapse","23","509","448","16344","3.09","2.40e-2","2.52e-1","1.65","6.40e-1","2.52e-1","1.32e-2","ENSDARG00000071298,ENSDARG00000102295,ENSDARG00000071374,ENSDARG00000074661,ENSDARG00000070441,ENSDARG00000078149,ENSDARG00000070543,ENSDARG00000110528,ENSDARG00000053542,ENSDARG00000053460,ENSDARG00000004597,ENSDARG00000061304,ENSDARG00000115778,ENSDARG00000062305,ENSDARG00000069937,ENSDARG00000058452,ENSDARG00000008487,ENSDARG00000039500,ENSDARG00000069402,ENSDARG00000104413,ENSDARG00000030376,ENSDARG00000070932,ENSDARG00000102254"
"3","2.06","GOTERM_BP_DIRECT","sulfation","5","644","21","20756","0.67","3.59e-3","1.00e+0","7.67","9.88e-1","1.00e+0","3.81e-4","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","UP_KW_BIOLOGICAL_PROCESS","Catecholamine metabolism","5","257","22","8466","0.67","3.89e-3","1.75e-1","7.49","2.96e-1","1.75e-1","4.27e-4","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","GOTERM_BP_DIRECT","xenobiotic metabolic process","8","644","67","20756","1.07","4.61e-3","1.00e+0","3.85","9.97e-1","1.00e+0","1.07e-3","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000056587,ENSDARG00000020046,ENSDARG00000026548,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","GOTERM_BP_DIRECT","catecholamine metabolic process","5","644","24","20756","0.67","5.92e-3","1.00e+0","6.71","9.99e-1","1.00e+0","7.37e-4","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","UP_SEQ_FEATURE","DOMAIN:Sulfotransferase","6","656","41","21277","0.81","8.17e-3","5.77e-1","4.75","9.95e-1","5.77e-1","1.51e-3","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000059616,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","INTERPRO","Sulfotransferase_dom","6","719","46","23408","0.81","1.30e-2","1.00e+0","4.25","1.00e+0","1.00e+0","2.71e-3","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000059616,ENSDARG00000094089,ENSDARG00000093619"
"3","2.06","GOTERM_MF_DIRECT","sulfotransferase activity","6","637","79","21154","0.81","8.93e-2","1.00e+0","2.52","1.00e+0","1.00e+0","3.18e-2","ENSDARG00000042920,ENSDARG00000071495,ENSDARG00000040781,ENSDARG00000059616,ENSDARG00000094089,ENSDARG00000093619"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=5","10","656","99","21277","1.34","3.47e-3","4.08e-1","3.28","8.90e-1","4.08e-1","9.59e-4","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000014098,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000007678,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=1","10","656","103","21277","1.34","4.52e-3","4.08e-1","3.15","9.44e-1","4.08e-1","1.30e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000007678,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=2","10","656","104","21277","1.34","4.82e-3","4.08e-1","3.12","9.54e-1","4.08e-1","1.40e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000007678,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=3","10","656","104","21277","1.34","4.82e-3","4.08e-1","3.12","9.54e-1","4.08e-1","1.40e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000007678,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=4","10","656","105","21277","1.34","5.13e-3","4.08e-1","3.09","9.62e-1","4.08e-1","1.51e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000007678,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=7","7","656","71","21277","0.94","2.20e-2","1.00e+0","3.20","1.00e+0","1.00e+0","6.19e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000024771,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TRANSMEM:Helical; Name=6","8","656","96","21277","1.07","2.87e-2","1.00e+0","2.70","1.00e+0","1.00e+0","9.63e-3","ENSDARG00000015158,ENSDARG00000074661,ENSDARG00000069669,ENSDARG00000024771,ENSDARG00000074533,ENSDARG00000038213,ENSDARG00000022424,ENSDARG00000005612"
"4","1.90","UP_SEQ_FEATURE","TOPO_DOM:Extracellular","11","656","318","21277","1.48","5.15e-1","1.00e+0","1.12","1.00e+0","1.00e+0","3.86e-1","ENSDARG00000074661,ENSDARG00000053753,ENSDARG00000069669,ENSDARG00000010727,ENSDARG00000014098,ENSDARG00000024771,ENSDARG00000037059,ENSDARG00000022424,ENSDARG00000004497,ENSDARG00000007678,ENSDARG00000087120"
"5","1.82","KEGG_PATHWAY","Focal adhesion","11","282","279","21890","1.48","3.39e-3","2.27e-2","3.06","3.72e-1","1.69e-2","1.05e-3","ENSDARG00000038139,ENSDARG00000034409,ENSDARG00000031483,ENSDARG00000003486,ENSDARG00000087205,ENSDARG00000075733,ENSDARG00000002507,ENSDARG00000078717,ENSDARG00000069640,ENSDARG00000115657,ENSDARG00000008867"
"5","1.82","KEGG_PATHWAY","Regulation of actin cytoskeleton","10","282","325","21890","1.34","2.51e-2","1.01e-1","2.39","9.69e-1","7.53e-2","9.83e-3","ENSDARG00000071298,ENSDARG00000038139,ENSDARG00000034409,ENSDARG00000062865,ENSDARG00000003486,ENSDARG00000017785,ENSDARG00000087205,ENSDARG00000002507,ENSDARG00000063295,ENSDARG00000078717"
"5","1.82","KEGG_PATHWAY","Integrin signaling","7","282","195","21890","0.94","4.05e-2","1.49e-1","2.79","9.97e-1","1.11e-1","1.35e-2","ENSDARG00000038139,ENSDARG00000034409,ENSDARG00000031483,ENSDARG00000087205,ENSDARG00000002507,ENSDARG00000078717,ENSDARG00000069640"
"6","1.70","GOTERM_CC_DIRECT","membrane","270","683","7443","22190","36.24","6.02e-4","9.69e-2","1.18","1.76e-1","9.63e-2","5.06e-4","ENSDARG00000109643,ENSDARG00000002840,ENSDARG00000022690,ENSDARG00000099996,ENSDARG00000079348,ENSDARG00000045694,ENSDARG00000096248,ENSDARG00000053753,ENSDARG00000087093,ENSDARG00000056467,ENSDARG00000018750,ENSDARG00000052300,ENSDARG00000056587,ENSDARG00000078135,ENSDARG00000078014,ENSDARG00000089706,ENSDARG00000036064,ENSDARG00000063438,ENSDARG00000090140,ENSDARG00000013741,ENSDARG00000053070,ENSDARG00000069669,ENSDARG00000017785,ENSDARG00000060058,ENSDARG00000074466,ENSDARG00000078149,ENSDARG00000070543,ENSDARG00000003927,ENSDARG00000020046,ENSDARG00000045447,ENSDARG00000102447,ENSDARG00000041400,ENSDARG00000060741,ENSDARG00000093997,ENSDARG00000100385,ENSDARG00000036619,ENSDARG00000000442,ENSDARG00000022550,ENSDARG00000027322,ENSDARG00000002507,ENSDARG00000100809,ENSDARG00000090834,ENSDARG00000086228,ENSDARG00000035872,ENSDARG00000060070,ENSDARG00000100498,ENSDARG00000045541,ENSDARG00000070441,ENSDARG00000056557,ENSDARG00000099888,ENSDARG00000029751,ENSDARG00000079933,ENSDARG00000061723,ENSDARG00000004597,ENSDARG00000078283,ENSDARG00000040528,ENSDARG00000059770,ENSDARG00000086332,ENSDARG00000011553,ENSDARG00000102668,ENSDARG00000034771,ENSDARG00000038213,ENSDARG00000059534,ENSDARG00000037805,ENSDARG00000078717,ENSDARG00000007180,ENSDARG00000109974,ENSDARG00000019360,ENSDARG00000075345,ENSDARG00000079700,ENSDARG00000026333,ENSDARG00000062947,ENSDARG00000101602,ENSDARG00000058452,ENSDARG00000031372,ENSDARG00000101969,ENSDARG00000024708,ENSDARG00000060092,ENSDARG00000041292,ENSDARG00000052851,ENSDARG00000044551,ENSDARG00000053269,ENSDARG00000008457,ENSDARG00000093687,ENSDARG00000022424,ENSDARG00000087319,ENSDARG00000105190,ENSDARG00000007129,ENSDARG00000061508,ENSDARG00000078186,ENSDARG00000104669,ENSDARG00000059557,ENSDARG00000006396,ENSDARG00000104665,ENSDARG00000037905,ENSDARG00000079829,ENSDARG00000011533,ENSDARG00000052966,ENSDARG00000006869,ENSDARG00000045750,ENSDARG00000105060,ENSDARG00000021787,ENSDARG00000023724,ENSDARG00000013360,ENSDARG00000023967,ENSDARG00000061635,ENSDARG00000020574,ENSDARG00000045518,ENSDARG00000104538,ENSDARG00000008487,ENSDARG00000090190,ENSDARG00000054458,ENSDARG00000045066,ENSDARG00000024940,ENSDARG00000025478,ENSDARG00000110528,ENSDARG00000051981,ENSDARG00000055784,ENSDARG00000074282,ENSDARG00000079175,ENSDARG00000115778,ENSDARG00000056196,ENSDARG00000069937,ENSDARG00000062865,ENSDARG00000040971,ENSDARG00000042357,ENSDARG00000036479,ENSDARG00000090861,ENSDARG00000030494,ENSDARG00000058248,ENSDARG00000039500,ENSDARG00000030376,ENSDARG00000075802,ENSDARG00000053917,ENSDARG00000032318,ENSDARG00000011876,ENSDARG00000102464,ENSDARG00000104470,ENSDARG00000055534,ENSDARG00000078898,ENSDARG00000075149,ENSDARG00000079068,ENSDARG00000060325,ENSDARG00000022858,ENSDARG00000044767,ENSDARG00000075141,ENSDARG00000042469,ENSDARG00000014794,ENSDARG00000061544,ENSDARG00000069028,ENSDARG00000100792,ENSDARG00000103940,ENSDARG00000058815,ENSDARG00000058937,ENSDARG00000075830,ENSDARG00000054438,ENSDARG00000052138,ENSDARG00000074860,ENSDARG00000052012,ENSDARG00000026548,ENSDARG00000021899,ENSDARG00000020326,ENSDARG00000008772,ENSDARG00000061432,ENSDARG00000058943,ENSDARG00000068187,ENSDARG00000039726,ENSDARG00000087120,ENSDARG00000096662,ENSDARG00000102394,ENSDARG00000010727,ENSDARG00000040816,ENSDARG00000027609,ENSDARG00000005612,ENSDARG00000063621,ENSDARG00000069607,ENSDARG00000017128,ENSDARG00000014098,ENSDARG00000069961,ENSDARG00000068199,ENSDARG00000071374,ENSDARG00000071013,ENSDARG00000074524,ENSDARG00000101050,ENSDARG00000101291,ENSDARG00000038296,ENSDARG00000056034,ENSDARG00000038176,ENSDARG00000078560,ENSDARG00000012002,ENSDARG00000089204,ENSDARG00000061335,ENSDARG00000017255,ENSDARG00000104568,ENSDARG00000068883,ENSDARG00000058848,ENSDARG00000045493,ENSDARG00000105363,ENSDARG00000075189,ENSDARG00000074776,ENSDARG00000074533,ENSDARG00000078452,ENSDARG00000005112,ENSDARG00000003615,ENSDARG00000062305,ENSDARG00000008867,ENSDARG00000017108,ENSDARG00000040249,ENSDARG00000100119,ENSDARG00000018432,ENSDARG00000016818,ENSDARG00000100592,ENSDARG00000037879,ENSDARG00000026500,ENSDARG00000026862,ENSDARG00000074661,ENSDARG00000045483,ENSDARG00000001781,ENSDARG00000071037,ENSDARG00000004497,ENSDARG00000062565,ENSDARG00000034473,ENSDARG00000059951,ENSDARG00000014761,ENSDARG00000032970,ENSDARG00000057414,ENSDARG00000103732,ENSDARG00000059835,ENSDARG00000002190,ENSDARG00000104389,ENSDARG00000087285,ENSDARG00000099851,ENSDARG00000093074,ENSDARG00000098769,ENSDARG00000020053,ENSDARG00000053652,ENSDARG00000024771,ENSDARG00000005254,ENSDARG00000036080,ENSDARG00000087869,ENSDARG00000077145,ENSDARG00000007678,ENSDARG00000092660,ENSDARG00000037059,ENSDARG00000069402,ENSDARG00000075517,ENSDARG00000069640,ENSDARG00000070626,ENSDARG00000076848,ENSDARG00000088044,ENSDARG00000105467,ENSDARG00000071298,ENSDARG00000003989,ENSDARG00000045224,ENSDARG00000077155,ENSDARG00000021399,ENSDARG00000078481,ENSDARG00000088709,ENSDARG00000093065,ENSDARG00000059850,ENSDARG00000015158,ENSDARG00000038139,ENSDARG00000010144,ENSDARG00000059057,ENSDARG00000103951,ENSDARG00000059616,ENSDARG00000025074,ENSDARG00000035309,ENSDARG00000014986,ENSDARG00000010941"
"6","1.70","UP_KW_CELLULAR_COMPONENT","Membrane","263","509","7786","16344","35.30","3.93e-2","2.92e-1","1.08","8.14e-1","2.92e-1","3.56e-2","ENSDARG00000109643,ENSDARG00000002840,ENSDARG00000022690,ENSDARG00000099996,ENSDARG00000045694,ENSDARG00000053753,ENSDARG00000087093,ENSDARG00000056467,ENSDARG00000018750,ENSDARG00000052300,ENSDARG00000056587,ENSDARG00000078135,ENSDARG00000089706,ENSDARG00000036064,ENSDARG00000063438,ENSDARG00000090140,ENSDARG00000013741,ENSDARG00000053070,ENSDARG00000069669,ENSDARG00000017785,ENSDARG00000060058,ENSDARG00000074466,ENSDARG00000078149,ENSDARG00000070543,ENSDARG00000003927,ENSDARG00000020046,ENSDARG00000045447,ENSDARG00000041400,ENSDARG00000060741,ENSDARG00000093997,ENSDARG00000000442,ENSDARG00000109742,ENSDARG00000022550,ENSDARG00000027322,ENSDARG00000002507,ENSDARG00000100809,ENSDARG00000009252,ENSDARG00000090834,ENSDARG00000086228,ENSDARG00000035872,ENSDARG00000060070,ENSDARG00000068110,ENSDARG00000045541,ENSDARG00000070441,ENSDARG00000056557,ENSDARG00000099888,ENSDARG00000029751,ENSDARG00000079933,ENSDARG00000061723,ENSDARG00000004597,ENSDARG00000078283,ENSDARG00000059770,ENSDARG00000086332,ENSDARG00000011553,ENSDARG00000102668,ENSDARG00000034771,ENSDARG00000038213,ENSDARG00000059534,ENSDARG00000078717,ENSDARG00000007180,ENSDARG00000109974,ENSDARG00000019360,ENSDARG00000079700,ENSDARG00000026333,ENSDARG00000062947,ENSDARG00000101602,ENSDARG00000058452,ENSDARG00000031372,ENSDARG00000101969,ENSDARG00000060092,ENSDARG00000100752,ENSDARG00000041292,ENSDARG00000102254,ENSDARG00000052851,ENSDARG00000044551,ENSDARG00000053269,ENSDARG00000008457,ENSDARG00000093687,ENSDARG00000022424,ENSDARG00000087319,ENSDARG00000105190,ENSDARG00000007129,ENSDARG00000078186,ENSDARG00000104669,ENSDARG00000059557,ENSDARG00000006396,ENSDARG00000104665,ENSDARG00000079829,ENSDARG00000011533,ENSDARG00000052966,ENSDARG00000006869,ENSDARG00000045750,ENSDARG00000105060,ENSDARG00000021787,ENSDARG00000023724,ENSDARG00000013360,ENSDARG00000020574,ENSDARG00000079163,ENSDARG00000045518,ENSDARG00000062972,ENSDARG00000104538,ENSDARG00000008487,ENSDARG00000090190,ENSDARG00000054458,ENSDARG00000045066,ENSDARG00000070121,ENSDARG00000024940,ENSDARG00000025478,ENSDARG00000051981,ENSDARG00000074282,ENSDARG00000079175,ENSDARG00000115657,ENSDARG00000115778,ENSDARG00000056196,ENSDARG00000069937,ENSDARG00000062865,ENSDARG00000040971,ENSDARG00000042357,ENSDARG00000036479,ENSDARG00000030494,ENSDARG00000058248,ENSDARG00000039500,ENSDARG00000030376,ENSDARG00000053917,ENSDARG00000032318,ENSDARG00000011876,ENSDARG00000102464,ENSDARG00000104470,ENSDARG00000102295,ENSDARG00000055534,ENSDARG00000078898,ENSDARG00000075149,ENSDARG00000060325,ENSDARG00000022858,ENSDARG00000044767,ENSDARG00000075141,ENSDARG00000042469,ENSDARG00000038089,ENSDARG00000037550,ENSDARG00000061544,ENSDARG00000069028,ENSDARG00000100792,ENSDARG00000103940,ENSDARG00000058815,ENSDARG00000058937,ENSDARG00000088100,ENSDARG00000075830,ENSDARG00000054438,ENSDARG00000052138,ENSDARG00000074860,ENSDARG00000052012,ENSDARG00000026548,ENSDARG00000021899,ENSDARG00000017834,ENSDARG00000008772,ENSDARG00000061432,ENSDARG00000058943,ENSDARG00000068187,ENSDARG00000039726,ENSDARG00000087120,ENSDARG00000096662,ENSDARG00000102394,ENSDARG00000010727,ENSDARG00000040816,ENSDARG00000027609,ENSDARG00000005612,ENSDARG00000063621,ENSDARG00000069607,ENSDARG00000017128,ENSDARG00000014098,ENSDARG00000069961,ENSDARG00000068199,ENSDARG00000071374,ENSDARG00000071013,ENSDARG00000074524,ENSDARG00000078326,ENSDARG00000101050,ENSDARG00000101291,ENSDARG00000038296,ENSDARG00000056034,ENSDARG00000038176,ENSDARG00000062537,ENSDARG00000078560,ENSDARG00000012002,ENSDARG00000089204,ENSDARG00000061335,ENSDARG00000017255,ENSDARG00000104568,ENSDARG00000068883,ENSDARG00000058848,ENSDARG00000045493,ENSDARG00000105363,ENSDARG00000075189,ENSDARG00000074776,ENSDARG00000074533,ENSDARG00000078452,ENSDARG00000005112,ENSDARG00000003615,ENSDARG00000008867,ENSDARG00000017108,ENSDARG00000040249,ENSDARG00000100119,ENSDARG00000018432,ENSDARG00000016818,ENSDARG00000100592,ENSDARG00000037879,ENSDARG00000106212,ENSDARG00000026500,ENSDARG00000026862,ENSDARG00000074661,ENSDARG00000045483,ENSDARG00000001781,ENSDARG00000071037,ENSDARG00000053542,ENSDARG00000004497,ENSDARG00000062565,ENSDARG00000034473,ENSDARG00000059951,ENSDARG00000014761,ENSDARG00000032970,ENSDARG00000057414,ENSDARG00000103732,ENSDARG00000059835,ENSDARG00000002190,ENSDARG00000104389,ENSDARG00000087285,ENSDARG00000093074,ENSDARG00000098769,ENSDARG00000020053,ENSDARG00000053530,ENSDARG00000053652,ENSDARG00000024771,ENSDARG00000005254,ENSDARG00000036080,ENSDARG00000087869,ENSDARG00000077145,ENSDARG00000007678,ENSDARG00000092660,ENSDARG00000037059,ENSDARG00000069402,ENSDARG00000075517,ENSDARG00000070626,ENSDARG00000088044,ENSDARG00000105467,ENSDARG00000071298,ENSDARG00000003989,ENSDARG00000045224,ENSDARG00000077155,ENSDARG00000021399,ENSDARG00000078481,ENSDARG00000088709,ENSDARG00000098871,ENSDARG00000093065,ENSDARG00000061496,ENSDARG00000059850,ENSDARG00000015158,ENSDARG00000010144,ENSDARG00000059057,ENSDARG00000103951,ENSDARG00000059616,ENSDARG00000035309,ENSDARG00000014986,ENSDARG00000010941"
"6","1.70","UP_SEQ_FEATURE","TRANSMEM:Helical","192","656","5665","21277","25.77","7.56e-2","1.00e+0","1.10","1.00e+0","1.00e+0","6.67e-2","ENSDARG00000109643,ENSDARG00000104470,ENSDARG00000002840,ENSDARG00000022690,ENSDARG00000099996,ENSDARG00000053753,ENSDARG00000087093,ENSDARG00000078898,ENSDARG00000056467,ENSDARG00000075149,ENSDARG00000018750,ENSDARG00000052300,ENSDARG00000056587,ENSDARG00000078135,ENSDARG00000060325,ENSDARG00000063438,ENSDARG00000036064,ENSDARG00000044767,ENSDARG00000022858,ENSDARG00000075141,ENSDARG00000090140,ENSDARG00000053070,ENSDARG00000038089,ENSDARG00000069669,ENSDARG00000061544,ENSDARG00000069028,ENSDARG00000100792,ENSDARG00000103940,ENSDARG00000058937,ENSDARG00000075830,ENSDARG00000054438,ENSDARG00000052138,ENSDARG00000074466,ENSDARG00000074860,ENSDARG00000078149,ENSDARG00000070543,ENSDARG00000003927,ENSDARG00000020046,ENSDARG00000045447,ENSDARG00000026548,ENSDARG00000021899,ENSDARG00000041400,ENSDARG00000008772,ENSDARG00000093997,ENSDARG00000061432,ENSDARG00000100385,ENSDARG00000058943,ENSDARG00000068187,ENSDARG00000039726,ENSDARG00000087120,ENSDARG00000109742,ENSDARG00000000442,ENSDARG00000096662,ENSDARG00000002507,ENSDARG00000040816,ENSDARG00000027609,ENSDARG00000100809,ENSDARG00000069607,ENSDARG00000017128,ENSDARG00000086228,ENSDARG00000035872,ENSDARG00000060070,ENSDARG00000069961,ENSDARG00000068110,ENSDARG00000068199,ENSDARG00000100498,ENSDARG00000071374,ENSDARG00000071013,ENSDARG00000099888,ENSDARG00000074524,ENSDARG00000070441,ENSDARG00000101050,ENSDARG00000029751,ENSDARG00000079933,ENSDARG00000101291,ENSDARG00000038296,ENSDARG00000061723,ENSDARG00000056034,ENSDARG00000038176,ENSDARG00000004597,ENSDARG00000078283,ENSDARG00000078560,ENSDARG00000012002,ENSDARG00000059770,ENSDARG00000086332,ENSDARG00000089204,ENSDARG00000102668,ENSDARG00000061335,ENSDARG00000017255,ENSDARG00000059534,ENSDARG00000104568,ENSDARG00000068883,ENSDARG00000078717,ENSDARG00000058848,ENSDARG00000007180,ENSDARG00000109974,ENSDARG00000045493,ENSDARG00000105363,ENSDARG00000075189,ENSDARG00000074776,ENSDARG00000026333,ENSDARG00000062947,ENSDARG00000078452,ENSDARG00000005112,ENSDARG00000003615,ENSDARG00000017108,ENSDARG00000101602,ENSDARG00000040249,ENSDARG00000060092,ENSDARG00000018432,ENSDARG00000016818,ENSDARG00000100592,ENSDARG00000041292,ENSDARG00000102254,ENSDARG00000026500,ENSDARG00000045483,ENSDARG00000001781,ENSDARG00000044551,ENSDARG00000053269,ENSDARG00000008457,ENSDARG00000093687,ENSDARG00000004497,ENSDARG00000087319,ENSDARG00000105190,ENSDARG00000007129,ENSDARG00000078186,ENSDARG00000062565,ENSDARG00000059951,ENSDARG00000014761,ENSDARG00000104669,ENSDARG00000032970,ENSDARG00000006396,ENSDARG00000104665,ENSDARG00000103732,ENSDARG00000059835,ENSDARG00000079829,ENSDARG00000011533,ENSDARG00000104389,ENSDARG00000087285,ENSDARG00000006869,ENSDARG00000093074,ENSDARG00000045750,ENSDARG00000098769,ENSDARG00000021787,ENSDARG00000005254,ENSDARG00000020574,ENSDARG00000036080,ENSDARG00000077145,ENSDARG00000087869,ENSDARG00000079163,ENSDARG00000007678,ENSDARG00000045518,ENSDARG00000104538,ENSDARG00000037059,ENSDARG00000069402,ENSDARG00000075517,ENSDARG00000070626,ENSDARG00000088044,ENSDARG00000090190,ENSDARG00000054458,ENSDARG00000071298,ENSDARG00000045066,ENSDARG00000024940,ENSDARG00000003989,ENSDARG00000025478,ENSDARG00000110528,ENSDARG00000045224,ENSDARG00000051981,ENSDARG00000074282,ENSDARG00000077155,ENSDARG00000021399,ENSDARG00000079175,ENSDARG00000115778,ENSDARG00000078481,ENSDARG00000056196,ENSDARG00000093065,ENSDARG00000059850,ENSDARG00000010144,ENSDARG00000059057,ENSDARG00000042357,ENSDARG00000090861,ENSDARG00000058248,ENSDARG00000039500,ENSDARG00000030376,ENSDARG00000103951,ENSDARG00000059616,ENSDARG00000053917,ENSDARG00000035309,ENSDARG00000011876,ENSDARG00000032318,ENSDARG00000014986,ENSDARG00000102464"
