"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"17","1.28","UP_SEQ_FEATURE","DOMAIN:NR LBD","7","656","73","21277","0.94","2.49e-2","1.00e+0","3.11","1.00e+0","1.00e+0","7.20e-3","ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000056541,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820"
"17","1.28","SMART","ZnF_C4","6","372","70","13267","0.81","4.59e-2","1.00e+0","3.06","1.00e+0","1.00e+0","1.36e-2","ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820"
"17","1.28","INTERPRO","Znf_hrmn_rcpt","6","719","70","23408","0.81","6.36e-2","1.00e+0","2.79","1.00e+0","1.00e+0","2.05e-2","ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820"
"17","1.28","GOTERM_MF_DIRECT","nuclear receptor activity","6","637","74","21154","0.81","7.19e-2","1.00e+0","2.69","1.00e+0","1.00e+0","2.40e-2","ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820"
"17","1.28","UP_SEQ_FEATURE","DOMAIN:Nuclear receptor","5","656","63","21277","0.67","1.29e-1","1.00e+0","2.57","1.00e+0","1.00e+0","4.46e-2","ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820"
"17","1.28","UP_SEQ_FEATURE","DNA_BIND:Nuclear receptor","3","656","23","21277","0.40","1.57e-1","1.00e+0","4.23","1.00e+0","1.00e+0","3.27e-2","ENSDARG00000052695,ENSDARG00000031768,ENSDARG00000002006"
"17","1.28","UP_SEQ_FEATURE","ZN_FING:NR C4-type","3","656","23","21277","0.40","1.57e-1","1.00e+0","4.23","1.00e+0","1.00e+0","3.27e-2","ENSDARG00000052695,ENSDARG00000031768,ENSDARG00000002006"
"17","1.28","GOTERM_MF_DIRECT","sequence-specific DNA binding","11","637","350","21154","1.48","6.10e-1","1.00e+0","1.04","1.00e+0","1.00e+0","4.89e-1","ENSDARG00000067669,ENSDARG00000052695,ENSDARG00000017400,ENSDARG00000076657,ENSDARG00000044532,ENSDARG00000087195,ENSDARG00000021855,ENSDARG00000031768,ENSDARG00000002006,ENSDARG00000003820,ENSDARG00000016526"
"18","1.24","GOTERM_CC_DIRECT","recycling endosome membrane","7","683","61","22190","0.94","1.09e-2","4.40e-1","3.73","9.71e-1","4.37e-1","2.62e-3","ENSDARG00000017834,ENSDARG00000058452,ENSDARG00000044551,ENSDARG00000034771,ENSDARG00000078014,ENSDARG00000059835,ENSDARG00000078560"
"18","1.24","UP_KW_CELLULAR_COMPONENT","Endosome","20","509","396","16344","2.68","4.18e-2","2.92e-1","1.62","8.33e-1","2.92e-1","2.31e-2","ENSDARG00000074661,ENSDARG00000044551,ENSDARG00000056677,ENSDARG00000078326,ENSDARG00000007257,ENSDARG00000013360,ENSDARG00000078014,ENSDARG00000056034,ENSDARG00000061508,ENSDARG00000078560,ENSDARG00000098871,ENSDARG00000017834,ENSDARG00000009252,ENSDARG00000069937,ENSDARG00000058452,ENSDARG00000034771,ENSDARG00000059835,ENSDARG00000058848,ENSDARG00000002190,ENSDARG00000007180"
"18","1.24","GOTERM_CC_DIRECT","endosome","14","683","389","22190","1.88","4.24e-1","1.00e+0","1.17","1.00e+0","9.97e-1","3.11e-1","ENSDARG00000074661,ENSDARG00000044551,ENSDARG00000056677,ENSDARG00000078014,ENSDARG00000056034,ENSDARG00000061508,ENSDARG00000078560,ENSDARG00000098871,ENSDARG00000058452,ENSDARG00000034771,ENSDARG00000018432,ENSDARG00000059835,ENSDARG00000058848,ENSDARG00000002190"
"19","1.23","KEGG_PATHWAY","Glycosphingolipid biosynthesis - lacto and neolacto series","4","282","36","21890","0.54","1.09e-2","5.76e-2","8.62","7.78e-1","4.29e-2","1.15e-3","ENSDARG00000061496,ENSDARG00000079700,ENSDARG00000061432,ENSDARG00000088591"
"19","1.23","GOTERM_MF_DIRECT","N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity","3","637","13","21154","0.40","5.65e-2","1.00e+0","7.66","1.00e+0","1.00e+0","6.20e-3","ENSDARG00000061496,ENSDARG00000079700,ENSDARG00000061432"
"19","1.23","GOTERM_BP_DIRECT","protein O-linked glycosylation","5","644","55","20756","0.67","9.04e-2","1.00e+0","2.93","1.00e+0","1.00e+0","2.75e-2","ENSDARG00000061496,ENSDARG00000079700,ENSDARG00000061335,ENSDARG00000061432,ENSDARG00000010941"
"19","1.23","INTERPRO","Glyco_trans_31","3","719","28","23408","0.40","2.12e-1","1.00e+0","3.49","1.00e+0","1.00e+0","5.35e-2","ENSDARG00000061496,ENSDARG00000079700,ENSDARG00000061432"
"20","1.21","INTERPRO","USP_CS","6","719","45","23408","0.81","1.19e-2","1.00e+0","4.34","1.00e+0","1.00e+0","2.41e-3","ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","INTERPRO","Peptidase_C19_UCH","6","719","50","23408","0.81","1.82e-2","1.00e+0","3.91","1.00e+0","1.00e+0","4.14e-3","ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","UP_SEQ_FEATURE","DOMAIN:USP","6","656","51","21277","0.81","1.99e-2","1.00e+0","3.82","1.00e+0","1.00e+0","4.65e-3","ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","INTERPRO","USP","6","719","52","23408","0.81","2.12e-2","1.00e+0","3.76","1.00e+0","1.00e+0","5.04e-3","ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","INTERPRO","Peptidase_C19","4","719","25","23408","0.54","4.00e-2","1.00e+0","5.21","1.00e+0","1.00e+0","6.68e-3","ENSDARG00000075798,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","INTERPRO","Papain-like_cys_pep_sf","11","719","176","23408","1.48","4.53e-2","1.00e+0","2.03","1.00e+0","1.00e+0","2.04e-2","ENSDARG00000045453,ENSDARG00000019595,ENSDARG00000060058,ENSDARG00000094832,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000043548,ENSDARG00000073837,ENSDARG00000088078"
"20","1.21","GOTERM_MF_DIRECT","cysteine-type deubiquitinase activity","7","637","92","21154","0.94","5.89e-2","1.00e+0","2.53","1.00e+0","1.00e+0","2.10e-2","ENSDARG00000059983,ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","GOTERM_BP_DIRECT","protein deubiquitination","6","644","68","20756","0.81","5.95e-2","1.00e+0","2.84","1.00e+0","1.00e+0","1.88e-2","ENSDARG00000060058,ENSDARG00000075798,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","GOTERM_BP_DIRECT","regulation of protein stability","4","644","37","20756","0.54","1.06e-1","1.00e+0","3.48","1.00e+0","1.00e+0","2.70e-2","ENSDARG00000075798,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088078"
"20","1.21","GOTERM_MF_DIRECT","cysteine-type peptidase activity","8","637","160","21154","1.07","2.07e-1","1.00e+0","1.66","1.00e+0","1.00e+0","1.11e-1","ENSDARG00000019595,ENSDARG00000060058,ENSDARG00000074017,ENSDARG00000103422,ENSDARG00000014517,ENSDARG00000088145,ENSDARG00000043548,ENSDARG00000073837"
"20","1.21","UP_KW_MOLECULAR_FUNCTION","Thiol protease","5","352","110","11803","0.67","4.14e-1","1.00e+0","1.52","1.00e+0","1.00e+0","2.31e-1","ENSDARG00000019595,ENSDARG00000060058,ENSDARG00000074017,ENSDARG00000043548,ENSDARG00000073837"
"20","1.21","GOTERM_BP_DIRECT","cranial skeletal system development","4","644","97","20756","0.54","5.82e-1","1.00e+0","1.33","1.00e+0","1.00e+0","3.55e-1","ENSDARG00000060058,ENSDARG00000014517,ENSDARG00000021899,ENSDARG00000088078"
"21","1.15","KEGG_PATHWAY","Melanogenesis","6","282","147","21890","0.81","4.14e-2","1.49e-1","3.17","9.97e-1","1.11e-1","1.21e-2","ENSDARG00000054438,ENSDARG00000060070,ENSDARG00000077145,ENSDARG00000022858,ENSDARG00000115657,ENSDARG00000102464"
"21","1.15","KEGG_PATHWAY","Gap junction","5","282","131","21890","0.67","8.86e-2","2.64e-1","2.96","1.00e+0","1.96e-1","2.75e-2","ENSDARG00000038139,ENSDARG00000060070,ENSDARG00000077145,ENSDARG00000115657,ENSDARG00000056591"
"21","1.15","KEGG_PATHWAY","GnRH signaling pathway","5","282","135","21890","0.67","9.63e-2","2.69e-1","2.87","1.00e+0","2.00e-1","3.07e-2","ENSDARG00000017676,ENSDARG00000060070,ENSDARG00000077145,ENSDARG00000060348,ENSDARG00000115657"
"22","1.14","SMART","TLDc","3","372","15","13267","0.40","6.44e-2","1.00e+0","7.13","1.00e+0","1.00e+0","7.74e-3","ENSDARG00000077559,ENSDARG00000060322,ENSDARG00000092883"
"22","1.14","INTERPRO","TLDc_dom","3","719","15","23408","0.40","7.58e-2","1.00e+0","6.51","1.00e+0","1.00e+0","9.96e-3","ENSDARG00000077559,ENSDARG00000060322,ENSDARG00000092883"
"22","1.14","UP_SEQ_FEATURE","DOMAIN:TLDc","3","656","15","21277","0.40","7.63e-2","1.00e+0","6.49","1.00e+0","1.00e+0","1.01e-2","ENSDARG00000077559,ENSDARG00000060322,ENSDARG00000092883"
"23","1.07","GOTERM_MF_DIRECT","volume-sensitive chloride channel activity","3","637","5","21154","0.40","8.50e-3","7.20e-1","19.93","9.94e-1","7.19e-1","2.60e-4","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000007678"
"23","1.07","INTERPRO","Tweety","3","719","5","23408","0.40","8.83e-3","1.00e+0","19.53","1.00e+0","1.00e+0","2.76e-4","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000007678"
"23","1.07","GOTERM_MF_DIRECT","intracellularly calcium-gated chloride channel activity","3","637","8","21154","0.40","2.24e-2","1.00e+0","12.45","1.00e+0","1.00e+0","1.36e-3","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000007678"
"23","1.07","GOTERM_MF_DIRECT","chloride channel activity","5","637","73","21154","0.67","1.77e-1","1.00e+0","2.27","1.00e+0","1.00e+0","6.90e-2","ENSDARG00000034473,ENSDARG00000061544,ENSDARG00000010727,ENSDARG00000079163,ENSDARG00000007678"
"23","1.07","UP_KW_LIGAND","Chloride","5","238","84","7893","0.67","2.45e-1","8.30e-1","1.97","9.99e-1","8.30e-1","1.09e-1","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000018750,ENSDARG00000079163,ENSDARG00000007678"
"23","1.07","GOTERM_BP_DIRECT","chloride transport","5","644","82","20756","0.67","2.49e-1","1.00e+0","1.97","1.00e+0","1.00e+0","1.11e-1","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000022424,ENSDARG00000007678,ENSDARG00000087120"
"23","1.07","GOTERM_CC_DIRECT","chloride channel complex","4","683","63","22190","0.54","3.06e-1","1.00e+0","2.06","1.00e+0","9.97e-1","1.29e-1","ENSDARG00000034473,ENSDARG00000010727,ENSDARG00000079163,ENSDARG00000007678"
"23","1.07","UP_KW_MOLECULAR_FUNCTION","Chloride channel","3","352","52","11803","0.40","4.61e-1","1.00e+0","1.93","1.00e+0","1.00e+0","2.02e-1","ENSDARG00000010727,ENSDARG00000079163,ENSDARG00000007678"
"24","1.01","KEGG_PATHWAY","Cardiac muscle contraction","7","282","147","21890","0.94","1.19e-2","5.97e-2","3.70","8.06e-1","4.45e-2","3.01e-3","ENSDARG00000002840,ENSDARG00000008772,ENSDARG00000014794,ENSDARG00000032970,ENSDARG00000100592,ENSDARG00000020574,ENSDARG00000070626"
"24","1.01","GOTERM_BP_DIRECT","calcium ion transport","10","644","136","20756","1.34","2.58e-2","1.00e+0","2.37","1.00e+0","1.00e+0","9.96e-3","ENSDARG00000013335,ENSDARG00000002840,ENSDARG00000008772,ENSDARG00000014098,ENSDARG00000024771,ENSDARG00000037905,ENSDARG00000100592,ENSDARG00000020574,ENSDARG00000070626,ENSDARG00000115778"
"24","1.01","GOTERM_BP_DIRECT","calcium ion transmembrane transport","7","644","112","20756","0.94","1.35e-1","1.00e+0","2.01","1.00e+0","1.00e+0","5.99e-2","ENSDARG00000002840,ENSDARG00000008772,ENSDARG00000014098,ENSDARG00000024771,ENSDARG00000037905,ENSDARG00000020574,ENSDARG00000070626"
"24","1.01","GOTERM_MF_DIRECT","voltage-gated calcium channel activity","4","637","51","21154","0.54","1.98e-1","1.00e+0","2.60","1.00e+0","1.00e+0","6.71e-2","ENSDARG00000008772,ENSDARG00000014098,ENSDARG00000037905,ENSDARG00000070626"
"24","1.01","GOTERM_BP_DIRECT","intracellular calcium ion homeostasis","4","644","59","20756","0.54","2.76e-1","1.00e+0","2.19","1.00e+0","1.00e+0","1.10e-1","ENSDARG00000002840,ENSDARG00000024771,ENSDARG00000100592,ENSDARG00000020574"
"24","1.01","GOTERM_MF_DIRECT","calcium channel activity","5","637","103","21154","0.67","3.75e-1","1.00e+0","1.61","1.00e+0","1.00e+0","1.99e-1","ENSDARG00000008772,ENSDARG00000014098,ENSDARG00000024771,ENSDARG00000037905,ENSDARG00000070626"
"25","1.01","GOTERM_BP_DIRECT","heart jogging","5","644","40","20756","0.67","3.46e-2","1.00e+0","4.03","1.00e+0","1.00e+0","7.59e-3","ENSDARG00000054438,ENSDARG00000012030,ENSDARG00000014098,ENSDARG00000020053,ENSDARG00000014986"
"25","1.01","GOTERM_BP_DIRECT","embryonic heart tube morphogenesis","4","644","27","20756","0.54","4.99e-2","1.00e+0","4.77","1.00e+0","1.00e+0","9.14e-3","ENSDARG00000012030,ENSDARG00000014098,ENSDARG00000101279,ENSDARG00000014986"
"25","1.01","GOTERM_BP_DIRECT","determination of left/right symmetry","8","644","123","20756","1.07","8.80e-2","1.00e+0","2.10","1.00e+0","1.00e+0","3.79e-2","ENSDARG00000054438,ENSDARG00000012030,ENSDARG00000014098,ENSDARG00000112495,ENSDARG00000053493,ENSDARG00000101279,ENSDARG00000014986,ENSDARG00000103443"
"25","1.01","GOTERM_BP_DIRECT","heart looping","8","644","130","20756","1.07","1.10e-1","1.00e+0","1.98","1.00e+0","1.00e+0","4.98e-2","ENSDARG00000054438,ENSDARG00000012030,ENSDARG00000014098,ENSDARG00000015681,ENSDARG00000101279,ENSDARG00000008305,ENSDARG00000014986,ENSDARG00000100232"
"25","1.01","GOTERM_BP_DIRECT","determination of heart left/right asymmetry","4","644","94","20756","0.54","5.61e-1","1.00e+0","1.37","1.00e+0","1.00e+0","3.34e-1","ENSDARG00000012030,ENSDARG00000014098,ENSDARG00000112495,ENSDARG00000014986"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 5","4","656","28","21277","0.54","5.38e-2","1.00e+0","4.63","1.00e+0","1.00e+0","1.02e-2","ENSDARG00000040853,ENSDARG00000005284,ENSDARG00000012030,ENSDARG00000056938"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 4","4","656","33","21277","0.54","8.02e-2","1.00e+0","3.93","1.00e+0","1.00e+0","1.80e-2","ENSDARG00000040853,ENSDARG00000005284,ENSDARG00000012030,ENSDARG00000056938"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 3","4","656","37","21277","0.54","1.05e-1","1.00e+0","3.51","1.00e+0","1.00e+0","2.64e-2","ENSDARG00000040853,ENSDARG00000005284,ENSDARG00000012030,ENSDARG00000056938"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 1","4","656","38","21277","0.54","1.11e-1","1.00e+0","3.41","1.00e+0","1.00e+0","2.89e-2","ENSDARG00000040853,ENSDARG00000005284,ENSDARG00000012030,ENSDARG00000056938"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 2","4","656","38","21277","0.54","1.11e-1","1.00e+0","3.41","1.00e+0","1.00e+0","2.89e-2","ENSDARG00000040853,ENSDARG00000005284,ENSDARG00000012030,ENSDARG00000056938"
"26","1.00","UP_SEQ_FEATURE","REPEAT:LRR 6","3","656","24","21277","0.40","1.68e-1","1.00e+0","4.05","1.00e+0","1.00e+0","3.65e-2","ENSDARG00000040853,ENSDARG00000012030,ENSDARG00000056938"
"27","0.97","KEGG_PATHWAY","Autophagy - other","4","282","35","21890","0.54","1.01e-2","5.54e-2","8.87","7.52e-1","4.13e-2","1.03e-3","ENSDARG00000040971,ENSDARG00000044551,ENSDARG00000088145,ENSDARG00000043548"
"27","0.97","GOTERM_BP_DIRECT","autophagy","8","644","118","20756","1.07","7.42e-2","1.00e+0","2.19","1.00e+0","1.00e+0","3.07e-2","ENSDARG00000023591,ENSDARG00000040971,ENSDARG00000044551,ENSDARG00000103422,ENSDARG00000088145,ENSDARG00000058848,ENSDARG00000061508,ENSDARG00000043548"
"27","0.97","GOTERM_BP_DIRECT","piecemeal microautophagy of the nucleus","3","644","18","20756","0.40","1.06e-1","1.00e+0","5.37","1.00e+0","1.00e+0","1.71e-2","ENSDARG00000044551,ENSDARG00000088145,ENSDARG00000043548"
"27","0.97","GOTERM_BP_DIRECT","mitophagy","4","644","39","20756","0.54","1.19e-1","1.00e+0","3.31","1.00e+0","1.00e+0","3.20e-2","ENSDARG00000040971,ENSDARG00000044551,ENSDARG00000088145,ENSDARG00000043548"
"27","0.97","GOTERM_BP_DIRECT","autophagosome assembly","4","644","60","20756","0.54","2.84e-1","1.00e+0","2.15","1.00e+0","1.00e+0","1.15e-1","ENSDARG00000002840,ENSDARG00000040971,ENSDARG00000088145,ENSDARG00000043548"
"27","0.97","UP_KW_BIOLOGICAL_PROCESS","Autophagy","4","257","95","8466","0.54","5.52e-1","1.00e+0","1.39","1.00e+0","1.00e+0","3.26e-1","ENSDARG00000040971,ENSDARG00000044551,ENSDARG00000103422,ENSDARG00000043548"
"28","0.97","SMART","GLA","5","372","20","13267","0.67","2.04e-3","5.23e-1","8.92","4.08e-1","5.23e-1","1.85e-4","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000058414"
"28","0.97","INTERPRO","GLA_domain","5","719","21","23408","0.67","3.46e-3","1.00e+0","7.75","9.98e-1","1.00e+0","3.64e-4","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000058414"
"28","0.97","INTERPRO","GLA-like_dom_SF","5","719","21","23408","0.67","3.46e-3","1.00e+0","7.75","9.98e-1","1.00e+0","3.64e-4","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000058414"
"28","0.97","UP_SEQ_FEATURE","DOMAIN:Gla","5","656","21","21277","0.67","3.51e-3","4.08e-1","7.72","8.93e-1","4.08e-1","3.70e-4","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000058414"
"28","0.97","INTERPRO","Coagulation_fac-like_Gla_dom","4","719","18","23408","0.54","1.66e-2","1.00e+0","7.23","1.00e+0","1.00e+0","1.92e-3","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783"
"28","0.97","UP_KW_PTM","Gamma-carboxyglutamic acid","4","250","19","8073","0.54","1.95e-2","4.68e-1","6.80","3.64e-1","4.68e-1","2.41e-3","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000037783,ENSDARG00000058414"
"28","0.97","INTERPRO","Pept_S1A_FX","3","719","13","23408","0.40","5.86e-2","1.00e+0","7.51","1.00e+0","1.00e+0","6.56e-3","ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783"
"28","0.97","PIR_SUPERFAMILY","Factor_X","3","67","13","1890","0.40","7.31e-2","1.00e+0","6.51","9.88e-1","1.00e+0","9.44e-3","ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783"
"28","0.97","INTERPRO","Peptidase_S1_coag_factors","3","719","15","23408","0.40","7.58e-2","1.00e+0","6.51","1.00e+0","1.00e+0","9.96e-3","ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783"
"28","0.97","SMART","EGF","10","372","211","13267","1.34","1.38e-1","1.00e+0","1.69","1.00e+0","1.00e+0","7.33e-2","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000075189,ENSDARG00000074524,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000075149,ENSDARG00000037362,ENSDARG00000074808,ENSDARG00000103443"
"28","0.97","SMART","Tryp_SPc","7","372","131","13267","0.94","1.61e-1","1.00e+0","1.91","1.00e+0","1.00e+0","7.56e-2","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","UP_SEQ_FEATURE","DOMAIN:Peptidase S1","7","656","121","21277","0.94","1.70e-1","1.00e+0","1.88","1.00e+0","1.00e+0","8.08e-2","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","GOTERM_BP_DIRECT","blood coagulation","5","644","76","20756","0.67","2.09e-1","1.00e+0","2.12","1.00e+0","1.00e+0","8.71e-2","ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000115657,ENSDARG00000100809"
"28","0.97","UP_SEQ_FEATURE","DOMAIN:EGF-like","10","656","216","21277","1.34","2.22e-1","1.00e+0","1.50","1.00e+0","1.00e+0","1.30e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000075189,ENSDARG00000074524,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000075149,ENSDARG00000037362,ENSDARG00000074808,ENSDARG00000103443"
"28","0.97","INTERPRO","Trypsin_dom","7","719","135","23408","0.94","2.35e-1","1.00e+0","1.69","1.00e+0","1.00e+0","1.23e-1","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","SMART","EGF_CA","7","372","149","13267","0.94","2.39e-1","1.00e+0","1.68","1.00e+0","1.00e+0","1.26e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000074524,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000037362,ENSDARG00000074808"
"28","0.97","INTERPRO","Peptidase_S1_PA_chymotrypsin","7","719","137","23408","0.94","2.45e-1","1.00e+0","1.66","1.00e+0","1.00e+0","1.30e-1","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","INTERPRO","EGF-type_Asp/Asn_hydroxyl_site","6","719","118","23408","0.81","2.96e-1","1.00e+0","1.66","1.00e+0","1.00e+0","1.56e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000074524,ENSDARG00000037783,ENSDARG00000037362,ENSDARG00000074808"
"28","0.97","INTERPRO","EGF-like_Ca-bd_dom","7","719","149","23408","0.94","3.08e-1","1.00e+0","1.53","1.00e+0","1.00e+0","1.75e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000074524,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000037362,ENSDARG00000074808"
"28","0.97","GOTERM_MF_DIRECT","serine-type endopeptidase activity","9","637","214","21154","1.21","3.16e-1","1.00e+0","1.40","1.00e+0","1.00e+0","1.97e-1","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609,ENSDARG00000105190,ENSDARG00000093065"
"28","0.97","INTERPRO","Peptidase_S1_PA","7","719","164","23408","0.94","3.89e-1","1.00e+0","1.39","1.00e+0","1.00e+0","2.41e-1","ENSDARG00000103184,ENSDARG00000076900,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","INTERPRO","EGF","10","719","267","23408","1.34","4.34e-1","1.00e+0","1.22","1.00e+0","1.00e+0","3.09e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000075189,ENSDARG00000074524,ENSDARG00000034862,ENSDARG00000037783,ENSDARG00000075149,ENSDARG00000037362,ENSDARG00000074808,ENSDARG00000103443"
"28","0.97","INTERPRO","Peptidase_S1A","5","719","122","23408","0.67","5.17e-1","1.00e+0","1.33","1.00e+0","1.00e+0","3.21e-1","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","INTERPRO","EGF_Ca-bd_CS","5","719","124","23408","0.67","5.30e-1","1.00e+0","1.31","1.00e+0","1.00e+0","3.33e-1","ENSDARG00000007804,ENSDARG00000076900,ENSDARG00000037783,ENSDARG00000037362,ENSDARG00000074808"
"28","0.97","INTERPRO","TRYPSIN_SER","4","719","98","23408","0.54","5.82e-1","1.00e+0","1.33","1.00e+0","1.00e+0","3.55e-1","ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","INTERPRO","TRYPSIN_HIS","4","719","101","23408","0.54","6.03e-1","1.00e+0","1.29","1.00e+0","1.00e+0","3.76e-1","ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"28","0.97","GOTERM_MF_DIRECT","serine-type peptidase activity","4","637","147","21154","0.54","8.22e-1","1.00e+0","0.90","1.00e+0","1.00e+0","6.50e-1","ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000100792,ENSDARG00000027609"
"29","0.96","INTERPRO","NUDIX_hydrolase-like_dom_sf","4","719","27","23408","0.54","4.87e-2","1.00e+0","4.82","1.00e+0","1.00e+0","8.83e-3","ENSDARG00000008014,ENSDARG00000057417,ENSDARG00000016307,ENSDARG00000113961"
"29","0.96","INTERPRO","NUDIX_hydrolase_dom","3","719","24","23408","0.40","1.67e-1","1.00e+0","4.07","1.00e+0","1.00e+0","3.62e-2","ENSDARG00000008014,ENSDARG00000057417,ENSDARG00000113961"
"29","0.96","UP_SEQ_FEATURE","DOMAIN:Nudix hydrolase","3","656","24","21277","0.40","1.68e-1","1.00e+0","4.05","1.00e+0","1.00e+0","3.65e-2","ENSDARG00000008014,ENSDARG00000057417,ENSDARG00000113961"
"30","0.93","INTERPRO","BTB-POZ/Galectin-3-binding","4","719","6","23408","0.54","5.36e-4","3.29e-1","21.70","6.27e-1","3.29e-1","1.26e-5","ENSDARG00000037805,ENSDARG00000102472,ENSDARG00000040528,ENSDARG00000076848"
"30","0.93","UP_SEQ_FEATURE","DOMAIN:SRCR","4","656","23","21277","0.54","3.25e-2","1.00e+0","5.64","1.00e+0","1.00e+0","4.97e-3","ENSDARG00000037805,ENSDARG00000027609,ENSDARG00000040528,ENSDARG00000076848"
"30","0.93","INTERPRO","SRCR","4","719","34","23408","0.54","8.53e-2","1.00e+0","3.83","1.00e+0","1.00e+0","1.97e-2","ENSDARG00000037805,ENSDARG00000027609,ENSDARG00000040528,ENSDARG00000076848"
