"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"3","1.29","GOTERM_BP_DIRECT","proteolysis","9","98","670","20756","7.38","1.32e-2","1.00e+0","2.85","9.69e-1","1.00e+0","4.42e-3","ENSDARG00000103184,ENSDARG00000017676,ENSDARG00000034862,ENSDARG00000019595,ENSDARG00000039730,ENSDARG00000043497,ENSDARG00000022599,ENSDARG00000029011,ENSDARG00000058815"
"3","1.29","GOTERM_MF_DIRECT","peptidase activity","8","104","537","21154","6.56","1.60e-2","6.48e-1","3.03","9.27e-1","6.48e-1","5.02e-3","ENSDARG00000103184,ENSDARG00000017676,ENSDARG00000034862,ENSDARG00000019595,ENSDARG00000039730,ENSDARG00000022599,ENSDARG00000029011,ENSDARG00000058815"
"3","1.29","GOTERM_MF_DIRECT","serine-type endopeptidase activity","4","104","214","21154","3.28","8.68e-2","1.00e+0","3.80","1.00e+0","1.00e+0","2.14e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000093065"
"3","1.29","SMART","Tryp_SPc","3","60","131","13267","2.46","1.15e-1","1.00e+0","5.06","1.00e+0","1.00e+0","2.14e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","INTERPRO","Peptidase_S1A","3","118","122","23408","2.46","1.24e-1","1.00e+0","4.88","1.00e+0","1.00e+0","2.39e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","UP_SEQ_FEATURE","DOMAIN:Peptidase S1","3","112","121","21277","2.46","1.32e-1","1.00e+0","4.71","1.00e+0","1.00e+0","2.61e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","INTERPRO","Trypsin_dom","3","118","135","23408","2.46","1.46e-1","1.00e+0","4.41","1.00e+0","1.00e+0","3.10e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","INTERPRO","Peptidase_S1_PA_chymotrypsin","3","118","137","23408","2.46","1.50e-1","1.00e+0","4.34","1.00e+0","1.00e+0","3.22e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","UP_KW_PTM","Zymogen","3","36","166","8073","2.46","1.61e-1","1.00e+0","4.05","8.79e-1","1.00e+0","3.71e-2","ENSDARG00000017676,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","INTERPRO","Peptidase_S1_PA","3","118","164","23408","2.46","1.98e-1","1.00e+0","3.63","1.00e+0","1.00e+0","5.03e-2","ENSDARG00000103184,ENSDARG00000034862,ENSDARG00000039730"
"3","1.29","GOTERM_CC_DIRECT","extracellular region","9","109","1493","22190","7.38","4.42e-1","1.00e+0","1.23","1.00e+0","1.00e+0","3.12e-1","ENSDARG00000045580,ENSDARG00000103184,ENSDARG00000017676,ENSDARG00000034862,ENSDARG00000039730,ENSDARG00000006544,ENSDARG00000067781,ENSDARG00000058815,ENSDARG00000056938"
"4","0.94","UP_SEQ_FEATURE","DOMAIN:EF-hand 1","3","112","41","21277","2.46","1.94e-2","1.00e+0","13.90","9.67e-1","1.00e+0","1.31e-3","ENSDARG00000099996,ENSDARG00000014098,ENSDARG00000034705"
"4","0.94","UP_SEQ_FEATURE","DOMAIN:EF-hand 2","3","112","41","21277","2.46","1.94e-2","1.00e+0","13.90","9.67e-1","1.00e+0","1.31e-3","ENSDARG00000099996,ENSDARG00000014098,ENSDARG00000034705"
"4","0.94","GOTERM_MF_DIRECT","calcium ion binding","6","104","755","21154","4.92","3.07e-1","1.00e+0","1.62","1.00e+0","1.00e+0","1.68e-1","ENSDARG00000099996,ENSDARG00000034862,ENSDARG00000014098,ENSDARG00000074808,ENSDARG00000034705,ENSDARG00000058815"
"4","0.94","INTERPRO","EF_hand_dom","3","118","265","23408","2.46","3.83e-1","1.00e+0","2.25","1.00e+0","1.00e+0","1.50e-1","ENSDARG00000099996,ENSDARG00000014098,ENSDARG00000034705"
"4","0.94","INTERPRO","EF-hand-dom_pair","3","118","310","23408","2.46","4.60e-1","1.00e+0","1.92","1.00e+0","1.00e+0","2.06e-1","ENSDARG00000099996,ENSDARG00000014098,ENSDARG00000034705"
"5","0.73","SMART","LRRNT","3","60","54","13267","2.46","2.40e-2","1.00e+0","12.28","8.38e-1","1.00e+0","1.85e-3","ENSDARG00000045580,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","INTERPRO","LRRNT","3","118","56","23408","2.46","3.20e-2","1.00e+0","10.63","1.00e+0","1.00e+0","2.85e-3","ENSDARG00000045580,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","SMART","LRR_TYP","3","60","215","13267","2.46","2.48e-1","1.00e+0","3.09","1.00e+0","1.00e+0","7.34e-2","ENSDARG00000045580,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","INTERPRO","Leu-rich_rpt_typical-subtyp","3","118","215","23408","2.46","2.92e-1","1.00e+0","2.77","1.00e+0","1.00e+0","9.50e-2","ENSDARG00000045580,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","UP_KW_DOMAIN","Leucine-rich repeat","4","69","509","14291","3.28","4.38e-1","1.00e+0","1.63","1.00e+0","1.00e+0","2.31e-1","ENSDARG00000045580,ENSDARG00000005284,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","INTERPRO","LRR_dom_sf","4","118","527","23408","3.28","4.92e-1","1.00e+0","1.51","1.00e+0","1.00e+0","2.75e-1","ENSDARG00000045580,ENSDARG00000005284,ENSDARG00000004597,ENSDARG00000056938"
"5","0.73","INTERPRO","Leu-rich_rpt","3","118","468","23408","2.46","6.82e-1","1.00e+0","1.27","1.00e+0","1.00e+0","4.21e-1","ENSDARG00000045580,ENSDARG00000004597,ENSDARG00000056938"
"6","0.64","GOTERM_MF_DIRECT","metal ion binding","33","104","4185","21154","27.05","4.27e-3","2.31e-1","1.60","5.00e-1","2.31e-1","2.59e-3","ENSDARG00000045691,ENSDARG00000019360,ENSDARG00000099996,ENSDARG00000051853,ENSDARG00000018891,ENSDARG00000028058,ENSDARG00000077143,ENSDARG00000022599,ENSDARG00000003970,ENSDARG00000113961,ENSDARG00000009252,ENSDARG00000062216,ENSDARG00000040123,ENSDARG00000014098,ENSDARG00000087195,ENSDARG00000076308,ENSDARG00000058815,ENSDARG00000034705,ENSDARG00000016856,ENSDARG00000045482,ENSDARG00000003486,ENSDARG00000097789,ENSDARG00000078481,ENSDARG00000026329,ENSDARG00000041402,ENSDARG00000017676,ENSDARG00000091678,ENSDARG00000059556,ENSDARG00000032496,ENSDARG00000040890,ENSDARG00000014825,ENSDARG00000029011,ENSDARG00000040290"
"6","0.64","UP_KW_DOMAIN","Zinc-finger","6","69","899","14291","4.92","4.27e-1","1.00e+0","1.38","1.00e+0","1.00e+0","2.66e-1","ENSDARG00000045691,ENSDARG00000041402,ENSDARG00000091678,ENSDARG00000028058,ENSDARG00000087195,ENSDARG00000026329"
