"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"76","0.62","INTERPRO","Peptidase_C19","3","1340","25","23408","0.22","4.23e-1","1.00e+0","2.10","1.00e+0","1.00e+0","1.70e-1","ENSDARG00000074367,ENSDARG00000045343,ENSDARG00000079198"
"76","0.62","UP_KW_MOLECULAR_FUNCTION","Thiol protease","7","708","110","11803","0.51","6.52e-1","1.00e+0","1.06","1.00e+0","1.00e+0","4.92e-1","ENSDARG00000045343,ENSDARG00000089724,ENSDARG00000056741,ENSDARG00000078574,ENSDARG00000060646,ENSDARG00000000229,ENSDARG00000079198"
"77","0.61","SMART","UBA","5","772","34","13267","0.36","1.33e-1","1.00e+0","2.53","1.00e+0","1.00e+0","4.52e-2","ENSDARG00000075014,ENSDARG00000021550,ENSDARG00000026630,ENSDARG00000019345,ENSDARG00000079198"
"77","0.61","INTERPRO","UBA","5","1340","48","23408","0.36","2.94e-1","1.00e+0","1.82","1.00e+0","1.00e+0","1.38e-1","ENSDARG00000075014,ENSDARG00000021550,ENSDARG00000026630,ENSDARG00000019345,ENSDARG00000079198"
"77","0.61","UP_SEQ_FEATURE","DOMAIN:UBA","5","1250","47","21277","0.36","2.97e-1","1.00e+0","1.81","1.00e+0","1.00e+0","1.40e-1","ENSDARG00000075014,ENSDARG00000021550,ENSDARG00000026630,ENSDARG00000019345,ENSDARG00000079198"
"77","0.61","INTERPRO","UBA-like_sf","6","1340","65","23408","0.44","3.15e-1","1.00e+0","1.61","1.00e+0","1.00e+0","1.67e-1","ENSDARG00000075014,ENSDARG00000021550,ENSDARG00000077297,ENSDARG00000055076,ENSDARG00000087640,ENSDARG00000079198"
"78","0.61","UP_SEQ_FEATURE","DOMAIN:LRRNT","6","1250","42","21277","0.44","9.79e-2","1.00e+0","2.43","1.00e+0","1.00e+0","3.48e-2","ENSDARG00000063215,ENSDARG00000074441,ENSDARG00000037495,ENSDARG00000044895,ENSDARG00000071491,ENSDARG00000105059"
"78","0.61","SMART","LRRNT","5","772","54","13267","0.36","3.85e-1","1.00e+0","1.59","1.00e+0","1.00e+0","2.04e-1","ENSDARG00000063215,ENSDARG00000074441,ENSDARG00000037495,ENSDARG00000014792,ENSDARG00000044895"
"78","0.61","INTERPRO","LRRNT","5","1340","56","23408","0.36","4.00e-1","1.00e+0","1.56","1.00e+0","1.00e+0","2.16e-1","ENSDARG00000063215,ENSDARG00000074441,ENSDARG00000037495,ENSDARG00000014792,ENSDARG00000044895"
"79","0.60","INTERPRO","EF-hand-dom_pair","25","1340","310","23408","1.82","8.09e-2","1.00e+0","1.41","1.00e+0","1.00e+0","5.36e-2","ENSDARG00000075444,ENSDARG00000056745,ENSDARG00000054302,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000044524,ENSDARG00000016490,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000034187,ENSDARG00000040684,ENSDARG00000099092,ENSDARG00000031015,ENSDARG00000074644,ENSDARG00000005023,ENSDARG00000043446,ENSDARG00000097063,ENSDARG00000087921,ENSDARG00000068246,ENSDARG00000074759,ENSDARG00000075209,ENSDARG00000070835,ENSDARG00000052702,ENSDARG00000012247,ENSDARG00000031427"
"79","0.60","INTERPRO","EF_Hand_1_Ca_BS","17","1340","228","23408","1.23","2.34e-1","1.00e+0","1.30","1.00e+0","1.00e+0","1.61e-1","ENSDARG00000052402,ENSDARG00000075444,ENSDARG00000056745,ENSDARG00000054302,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000005023,ENSDARG00000097063,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000034187,ENSDARG00000040684,ENSDARG00000099092,ENSDARG00000075209,ENSDARG00000070835,ENSDARG00000052702,ENSDARG00000031427"
"79","0.60","GOTERM_MF_DIRECT","calcium ion binding","48","1186","755","21154","3.49","2.43e-1","1.00e+0","1.13","1.00e+0","1.00e+0","2.01e-1","ENSDARG00000105285,ENSDARG00000075444,ENSDARG00000056922,ENSDARG00000056745,ENSDARG00000054302,ENSDARG00000018693,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000016153,ENSDARG00000017141,ENSDARG00000041728,ENSDARG00000016490,ENSDARG00000076594,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000034187,ENSDARG00000040684,ENSDARG00000099092,ENSDARG00000034344,ENSDARG00000108937,ENSDARG00000074808,ENSDARG00000069463,ENSDARG00000014239,ENSDARG00000030824,ENSDARG00000076247,ENSDARG00000044010,ENSDARG00000102185,ENSDARG00000074129,ENSDARG00000074644,ENSDARG00000078964,ENSDARG00000078404,ENSDARG00000005023,ENSDARG00000011490,ENSDARG00000043446,ENSDARG00000089519,ENSDARG00000097063,ENSDARG00000006257,ENSDARG00000017391,ENSDARG00000098431,ENSDARG00000014522,ENSDARG00000035682,ENSDARG00000068246,ENSDARG00000075209,ENSDARG00000070835,ENSDARG00000052702,ENSDARG00000031427,ENSDARG00000038716,ENSDARG00000089562"
"79","0.60","UP_SEQ_FEATURE","DOMAIN:EF-hand","17","1250","233","21277","1.23","2.94e-1","1.00e+0","1.24","1.00e+0","1.00e+0","2.11e-1","ENSDARG00000075444,ENSDARG00000056745,ENSDARG00000054302,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000005023,ENSDARG00000043446,ENSDARG00000097063,ENSDARG00000016490,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000034187,ENSDARG00000040684,ENSDARG00000099092,ENSDARG00000070835,ENSDARG00000052702,ENSDARG00000031427"
"79","0.60","INTERPRO","EF_hand_dom","18","1340","265","23408","1.31","3.43e-1","1.00e+0","1.19","1.00e+0","1.00e+0","2.55e-1","ENSDARG00000075444,ENSDARG00000056745,ENSDARG00000054302,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000005023,ENSDARG00000043446,ENSDARG00000097063,ENSDARG00000016490,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000034187,ENSDARG00000040684,ENSDARG00000099092,ENSDARG00000075209,ENSDARG00000070835,ENSDARG00000052702,ENSDARG00000031427"
"79","0.60","SMART","EFh","12","772","187","13267","0.87","5.28e-1","1.00e+0","1.10","1.00e+0","1.00e+0","4.06e-1","ENSDARG00000034187,ENSDARG00000056745,ENSDARG00000099092,ENSDARG00000040684,ENSDARG00000030839,ENSDARG00000078216,ENSDARG00000043446,ENSDARG00000070835,ENSDARG00000016490,ENSDARG00000007219,ENSDARG00000031427,ENSDARG00000003414"
"80","0.60","INTERPRO","FN3_sf","19","1340","254","23408","1.38","2.02e-1","1.00e+0","1.31","1.00e+0","1.00e+0","1.40e-1","ENSDARG00000020771,ENSDARG00000000472,ENSDARG00000074335,ENSDARG00000053454,ENSDARG00000062936,ENSDARG00000006368,ENSDARG00000116497,ENSDARG00000076462,ENSDARG00000116863,ENSDARG00000039436,ENSDARG00000061099,ENSDARG00000088247,ENSDARG00000039222,ENSDARG00000060115,ENSDARG00000104836,ENSDARG00000102434,ENSDARG00000003081,ENSDARG00000011600,ENSDARG00000105059"
"80","0.60","INTERPRO","FN3_dom","18","1340","241","23408","1.31","2.19e-1","1.00e+0","1.30","1.00e+0","1.00e+0","1.51e-1","ENSDARG00000020771,ENSDARG00000000472,ENSDARG00000074335,ENSDARG00000053454,ENSDARG00000062936,ENSDARG00000006368,ENSDARG00000116497,ENSDARG00000076462,ENSDARG00000116863,ENSDARG00000039436,ENSDARG00000061099,ENSDARG00000039222,ENSDARG00000060115,ENSDARG00000104836,ENSDARG00000102434,ENSDARG00000003081,ENSDARG00000011600,ENSDARG00000105059"
"80","0.60","UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III","16","1250","211","21277","1.16","2.58e-1","1.00e+0","1.29","1.00e+0","1.00e+0","1.78e-1","ENSDARG00000020771,ENSDARG00000000472,ENSDARG00000074335,ENSDARG00000053454,ENSDARG00000062936,ENSDARG00000006368,ENSDARG00000116497,ENSDARG00000076462,ENSDARG00000039436,ENSDARG00000061099,ENSDARG00000039222,ENSDARG00000060115,ENSDARG00000104836,ENSDARG00000003081,ENSDARG00000011600,ENSDARG00000105059"
"80","0.60","SMART","FN3","13","772","181","13267","0.94","3.61e-1","1.00e+0","1.23","1.00e+0","1.00e+0","2.56e-1","ENSDARG00000020771,ENSDARG00000000472,ENSDARG00000074335,ENSDARG00000053454,ENSDARG00000062936,ENSDARG00000006368,ENSDARG00000076462,ENSDARG00000061099,ENSDARG00000039222,ENSDARG00000104836,ENSDARG00000102434,ENSDARG00000003081,ENSDARG00000011600"
"81","0.59","INTERPRO","Spectrin_DBS","3","1340","5","23408","0.22","2.91e-2","1.00e+0","10.48","1.00e+0","1.00e+0","1.72e-3","ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","INTERPRO","RhoGEF_Guanine_NuclExch_SF","3","1340","10","23408","0.22","1.08e-1","1.00e+0","5.24","1.00e+0","1.00e+0","1.66e-2","ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","UP_KW_MOLECULAR_FUNCTION","Guanine-nucleotide releasing factor","13","708","136","11803","0.94","1.15e-1","1.00e+0","1.59","1.00e+0","1.00e+0","6.44e-2","ENSDARG00000056617,ENSDARG00000002463,ENSDARG00000075327,ENSDARG00000060415,ENSDARG00000014592,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000005972,ENSDARG00000022895,ENSDARG00000062965,ENSDARG00000006683,ENSDARG00000087921,ENSDARG00000073738"
"81","0.59","SMART","SEC14","4","772","27","13267","0.29","2.05e-1","1.00e+0","2.55","1.00e+0","1.00e+0","6.89e-2","ENSDARG00000053122,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","GOTERM_MF_DIRECT","guanyl-nucleotide exchange factor activity","19","1186","260","21154","1.38","2.06e-1","1.00e+0","1.30","1.00e+0","1.00e+0","1.43e-1","ENSDARG00000056617,ENSDARG00000002463,ENSDARG00000075327,ENSDARG00000060415,ENSDARG00000014592,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000005972,ENSDARG00000022895,ENSDARG00000062965,ENSDARG00000062855,ENSDARG00000014004,ENSDARG00000099092,ENSDARG00000063036,ENSDARG00000006683,ENSDARG00000016981,ENSDARG00000087921,ENSDARG00000041397,ENSDARG00000073738"
"81","0.59","INTERPRO","CRAL-TRIO_dom","4","1340","29","23408","0.29","2.29e-1","1.00e+0","2.41","1.00e+0","1.00e+0","8.14e-2","ENSDARG00000053122,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","INTERPRO","SOS1_NGEF_PH","4","1340","35","23408","0.29","3.24e-1","1.00e+0","2.00","1.00e+0","1.00e+0","1.38e-1","ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895,ENSDARG00000062855"
"81","0.59","SMART","RhoGEF","7","772","89","13267","0.51","4.15e-1","1.00e+0","1.35","1.00e+0","1.00e+0","2.60e-1","ENSDARG00000002463,ENSDARG00000006683,ENSDARG00000060415,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895,ENSDARG00000062855"
"81","0.59","INTERPRO","DBL_dom_sf","7","1340","92","23408","0.51","4.31e-1","1.00e+0","1.33","1.00e+0","1.00e+0","2.74e-1","ENSDARG00000002463,ENSDARG00000006683,ENSDARG00000060415,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895,ENSDARG00000062855"
"81","0.59","INTERPRO","DH_dom","7","1340","92","23408","0.51","4.31e-1","1.00e+0","1.33","1.00e+0","1.00e+0","2.74e-1","ENSDARG00000002463,ENSDARG00000006683,ENSDARG00000060415,ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895,ENSDARG00000062855"
"81","0.59","UP_SEQ_FEATURE","DOMAIN:CRAL-TRIO","3","1250","26","21277","0.22","4.56e-1","1.00e+0","1.96","1.00e+0","1.00e+0","1.94e-1","ENSDARG00000053122,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","INTERPRO","CRAL-TRIO_dom_sf","3","1340","27","23408","0.22","4.62e-1","1.00e+0","1.94","1.00e+0","1.00e+0","1.99e-1","ENSDARG00000053122,ENSDARG00000079742,ENSDARG00000022895"
"81","0.59","INTERPRO","GDS_CDC24_CS","3","1340","31","23408","0.22","5.36e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.61e-1","ENSDARG00000079742,ENSDARG00000076480,ENSDARG00000022895"
"81","0.59","UP_SEQ_FEATURE","DOMAIN:DH","6","1250","88","21277","0.44","5.94e-1","1.00e+0","1.16","1.00e+0","1.00e+0","4.15e-1","ENSDARG00000002463,ENSDARG00000006683,ENSDARG00000060415,ENSDARG00000076480,ENSDARG00000022895,ENSDARG00000062855"
"82","0.58","INTERPRO","FCP1_dom","3","1340","12","23408","0.22","1.48e-1","1.00e+0","4.37","1.00e+0","1.00e+0","2.79e-2","ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000040674"
"82","0.58","SMART","CPDc","3","772","12","13267","0.22","1.51e-1","1.00e+0","4.30","1.00e+0","1.00e+0","2.91e-2","ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000040674"
"82","0.58","UP_SEQ_FEATURE","DOMAIN:FCP1 homology","3","1250","12","21277","0.22","1.54e-1","1.00e+0","4.26","1.00e+0","1.00e+0","2.98e-2","ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000040674"
"82","0.58","INTERPRO","HAD-like_sf","7","1340","83","23408","0.51","3.38e-1","1.00e+0","1.47","1.00e+0","1.00e+0","1.97e-1","ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000104450,ENSDARG00000040674,ENSDARG00000020239,ENSDARG00000060978,ENSDARG00000062040"
"82","0.58","INTERPRO","HAD_sf","6","1340","80","23408","0.44","4.86e-1","1.00e+0","1.31","1.00e+0","1.00e+0","3.08e-1","ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000104450,ENSDARG00000040674,ENSDARG00000060978,ENSDARG00000062040"
"82","0.58","UP_KW_MOLECULAR_FUNCTION","Protein phosphatase","8","708","117","11803","0.58","5.57e-1","1.00e+0","1.14","1.00e+0","1.00e+0","4.04e-1","ENSDARG00000039997,ENSDARG00000011122,ENSDARG00000035781,ENSDARG00000044492,ENSDARG00000079591,ENSDARG00000040674,ENSDARG00000052465,ENSDARG00000037560"
"83","0.57","GOTERM_MF_DIRECT","fibroblast growth factor binding","4","1186","14","21154","0.29","4.01e-2","1.00e+0","5.10","1.00e+0","1.00e+0","6.26e-3","ENSDARG00000016058,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190"
"83","0.57","GOTERM_MF_DIRECT","fibroblast growth factor receptor activity","3","1186","7","21154","0.22","5.46e-2","1.00e+0","7.64","1.00e+0","1.00e+0","5.19e-3","ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190"
"83","0.57","GOTERM_BP_DIRECT","positive regulation of cell population proliferation","13","1221","127","20756","0.94","7.05e-2","1.00e+0","1.74","1.00e+0","1.00e+0","3.63e-2","ENSDARG00000077588,ENSDARG00000076853,ENSDARG00000077473,ENSDARG00000011190,ENSDARG00000006368,ENSDARG00000016745,ENSDARG00000039436,ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000088048,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105"
"83","0.57","PIR_SUPERFAMILY","TyrPK_CSF1-R","4","153","21","1890","0.29","2.36e-1","1.00e+0","2.35","1.00e+0","1.00e+0","8.37e-2","ENSDARG00000100897,ENSDARG00000102986,ENSDARG00000069105,ENSDARG00000044615"
"83","0.57","GOTERM_MF_DIRECT","transmembrane receptor protein tyrosine kinase activity","7","1186","76","21154","0.51","2.52e-1","1.00e+0","1.64","1.00e+0","1.00e+0","1.33e-1","ENSDARG00000100897,ENSDARG00000075343,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000011600"
"83","0.57","GOTERM_BP_DIRECT","fibroblast growth factor receptor signaling pathway","5","1221","45","20756","0.36","2.71e-1","1.00e+0","1.89","1.00e+0","1.00e+0","1.23e-1","ENSDARG00000088048,ENSDARG00000078688,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190"
"83","0.57","UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 3","3","1250","18","21277","0.22","2.86e-1","1.00e+0","2.84","1.00e+0","1.00e+0","8.54e-2","ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105"
"83","0.57","GOTERM_CC_DIRECT","signaling receptor complex","10","1261","131","22190","0.73","3.27e-1","1.00e+0","1.34","1.00e+0","9.93e-1","2.11e-1","ENSDARG00000039436,ENSDARG00000067507,ENSDARG00000100897,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000006368,ENSDARG00000101036,ENSDARG00000011600"
"83","0.57","INTERPRO","RTK","5","1340","54","23408","0.36","3.73e-1","1.00e+0","1.62","1.00e+0","1.00e+0","1.95e-1","ENSDARG00000100897,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190"
"83","0.57","INTERPRO","Tyr_kinase_cat_dom","8","1340","103","23408","0.58","3.76e-1","1.00e+0","1.36","1.00e+0","1.00e+0","2.37e-1","ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000020625,ENSDARG00000011600"
"83","0.57","SMART","TyrKc","8","772","103","13267","0.58","3.91e-1","1.00e+0","1.33","1.00e+0","1.00e+0","2.50e-1","ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000020625,ENSDARG00000011600"
"83","0.57","UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 1","3","1250","24","21277","0.22","4.16e-1","1.00e+0","2.13","1.00e+0","1.00e+0","1.64e-1","ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105"
"83","0.57","UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 2","3","1250","24","21277","0.22","4.16e-1","1.00e+0","2.13","1.00e+0","1.00e+0","1.64e-1","ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105"
"83","0.57","INTERPRO","Ser-Thr/Tyr_kinase_cat_dom","11","1340","168","23408","0.80","4.95e-1","1.00e+0","1.14","1.00e+0","1.00e+0","3.68e-1","ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000020625,ENSDARG00000006677,ENSDARG00000044615,ENSDARG00000009626,ENSDARG00000011600"
"83","0.57","GOTERM_MF_DIRECT","protein tyrosine kinase activity","9","1186","138","21154","0.65","5.12e-1","1.00e+0","1.16","1.00e+0","1.00e+0","3.70e-1","ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000042518,ENSDARG00000020625,ENSDARG00000011600"
"83","0.57","INTERPRO","Tyr_kinase_AS","8","1340","119","23408","0.58","5.25e-1","1.00e+0","1.17","1.00e+0","1.00e+0","3.72e-1","ENSDARG00000100897,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000011190,ENSDARG00000020625,ENSDARG00000011600"
"83","0.57","UP_KW_MOLECULAR_FUNCTION","Tyrosine-protein kinase","6","708","96","11803","0.44","6.89e-1","1.00e+0","1.04","1.00e+0","1.00e+0","5.19e-1","ENSDARG00000100897,ENSDARG00000102986,ENSDARG00000058115,ENSDARG00000069105,ENSDARG00000020625,ENSDARG00000011600"
"84","0.57","INTERPRO","Netrin_domain","5","1340","35","23408","0.36","1.38e-1","1.00e+0","2.50","1.00e+0","1.00e+0","4.75e-2","ENSDARG00000056913,ENSDARG00000099637,ENSDARG00000089563,ENSDARG00000061260,ENSDARG00000039041"
"84","0.57","UP_SEQ_FEATURE","DOMAIN:NTR","5","1250","35","21277","0.36","1.47e-1","1.00e+0","2.43","1.00e+0","1.00e+0","5.21e-2","ENSDARG00000056913,ENSDARG00000099637,ENSDARG00000089563,ENSDARG00000061260,ENSDARG00000039041"
"84","0.57","INTERPRO","TIMP-like_OB-fold","4","1340","37","23408","0.29","3.56e-1","1.00e+0","1.89","1.00e+0","1.00e+0","1.60e-1","ENSDARG00000056913,ENSDARG00000089563,ENSDARG00000061260,ENSDARG00000039041"
"84","0.57","SMART","C345C","3","772","25","13267","0.22","4.31e-1","1.00e+0","2.06","1.00e+0","1.00e+0","1.76e-1","ENSDARG00000056913,ENSDARG00000061260,ENSDARG00000039041"
"84","0.57","INTERPRO","Netrin_module_non-TIMP","3","1340","27","23408","0.22","4.62e-1","1.00e+0","1.94","1.00e+0","1.00e+0","1.99e-1","ENSDARG00000056913,ENSDARG00000061260,ENSDARG00000039041"
"85","0.56","GOTERM_MF_DIRECT","metal ion binding","270","1186","4185","21154","19.61","6.05e-3","9.01e-1","1.15","9.95e-1","9.01e-1","5.00e-3","ENSDARG00000003259,ENSDARG00000026499,ENSDARG00000062900,ENSDARG00000023303,ENSDARG00000114797,ENSDARG00000009594,ENSDARG00000034443,ENSDARG00000040684,ENSDARG00000062231,ENSDARG00000008388,ENSDARG00000061147,ENSDARG00000104875,ENSDARG00000019845,ENSDARG00000052658,ENSDARG00000088740,ENSDARG00000089156,ENSDARG00000018516,ENSDARG00000031976,ENSDARG00000043148,ENSDARG00000021378,ENSDARG00000043821,ENSDARG00000007722,ENSDARG00000055481,ENSDARG00000041515,ENSDARG00000005789,ENSDARG00000100821,ENSDARG00000011696,ENSDARG00000041402,ENSDARG00000017799,ENSDARG00000031161,ENSDARG00000063573,ENSDARG00000039563,ENSDARG00000008255,ENSDARG00000007045,ENSDARG00000031044,ENSDARG00000101595,ENSDARG00000058425,ENSDARG00000030871,ENSDARG00000019973,ENSDARG00000063330,ENSDARG00000052527,ENSDARG00000070658,ENSDARG00000052402,ENSDARG00000115869,ENSDARG00000075444,ENSDARG00000071881,ENSDARG00000115868,ENSDARG00000019265,ENSDARG00000060868,ENSDARG00000041511,ENSDARG00000034667,ENSDARG00000088087,ENSDARG00000100372,ENSDARG00000105389,ENSDARG00000074367,ENSDARG00000052511,ENSDARG00000074129,ENSDARG00000078964,ENSDARG00000079932,ENSDARG00000055223,ENSDARG00000026925,ENSDARG00000094752,ENSDARG00000004115,ENSDARG00000011671,ENSDARG00000062821,ENSDARG00000058563,ENSDARG00000036831,ENSDARG00000060885,ENSDARG00000014386,ENSDARG00000013174,ENSDARG00000089724,ENSDARG00000068246,ENSDARG00000108649,ENSDARG00000075209,ENSDARG00000098226,ENSDARG00000098349,ENSDARG00000030839,ENSDARG00000075347,ENSDARG00000039098,ENSDARG00000020475,ENSDARG00000037593,ENSDARG00000041728,ENSDARG00000002249,ENSDARG00000057481,ENSDARG00000068934,ENSDARG00000069105,ENSDARG00000029043,ENSDARG00000104315,ENSDARG00000031015,ENSDARG00000087574,ENSDARG00000069463,ENSDARG00000060094,ENSDARG00000014239,ENSDARG00000077778,ENSDARG00000002235,ENSDARG00000030824,ENSDARG00000103692,ENSDARG00000051880,ENSDARG00000075116,ENSDARG00000056653,ENSDARG00000045401,ENSDARG00000060415,ENSDARG00000006832,ENSDARG00000044318,ENSDARG00000008218,ENSDARG00000017636,ENSDARG00000100985,ENSDARG00000016664,ENSDARG00000008212,ENSDARG00000060783,ENSDARG00000033544,ENSDARG00000071429,ENSDARG00000069111,ENSDARG00000089981,ENSDARG00000103453,ENSDARG00000012745,ENSDARG00000101036,ENSDARG00000062040,ENSDARG00000025465,ENSDARG00000020212,ENSDARG00000041951,ENSDARG00000060797,ENSDARG00000090993,ENSDARG00000061400,ENSDARG00000042123,ENSDARG00000019103,ENSDARG00000033537,ENSDARG00000071691,ENSDARG00000018382,ENSDARG00000075014,ENSDARG00000013492,ENSDARG00000086808,ENSDARG00000076584,ENSDARG00000034291,ENSDARG00000031463,ENSDARG00000036235,ENSDARG00000104401,ENSDARG00000012968,ENSDARG00000052702,ENSDARG00000012723,ENSDARG00000056745,ENSDARG00000012927,ENSDARG00000070013,ENSDARG00000020676,ENSDARG00000060688,ENSDARG00000017141,ENSDARG00000043557,ENSDARG00000021647,ENSDARG00000041802,ENSDARG00000007219,ENSDARG00000003414,ENSDARG00000036100,ENSDARG00000103949,ENSDARG00000101407,ENSDARG00000069266,ENSDARG00000025699,ENSDARG00000074624,ENSDARG00000071478,ENSDARG00000005023,ENSDARG00000074183,ENSDARG00000021896,ENSDARG00000017391,ENSDARG00000076120,ENSDARG00000039162,ENSDARG00000079198,ENSDARG00000088699,ENSDARG00000013477,ENSDARG00000062401,ENSDARG00000100666,ENSDARG00000063612,ENSDARG00000104907,ENSDARG00000069956,ENSDARG00000061311,ENSDARG00000040152,ENSDARG00000057737,ENSDARG00000063050,ENSDARG00000075949,ENSDARG00000104450,ENSDARG00000003795,ENSDARG00000054302,ENSDARG00000018693,ENSDARG00000025309,ENSDARG00000060900,ENSDARG00000054420,ENSDARG00000077101,ENSDARG00000014091,ENSDARG00000100897,ENSDARG00000017126,ENSDARG00000088123,ENSDARG00000100773,ENSDARG00000093381,ENSDARG00000071496,ENSDARG00000070164,ENSDARG00000002330,ENSDARG00000071497,ENSDARG00000097063,ENSDARG00000077590,ENSDARG00000005049,ENSDARG00000059370,ENSDARG00000044615,ENSDARG00000057995,ENSDARG00000010745,ENSDARG00000029596,ENSDARG00000030335,ENSDARG00000070835,ENSDARG00000005913,ENSDARG00000029689,ENSDARG00000104153,ENSDARG00000029204,ENSDARG00000025089,ENSDARG00000045015,ENSDARG00000078216,ENSDARG00000000229,ENSDARG00000016490,ENSDARG00000025766,ENSDARG00000011122,ENSDARG00000101205,ENSDARG00000010270,ENSDARG00000061466,ENSDARG00000031770,ENSDARG00000038728,ENSDARG00000012219,ENSDARG00000057644,ENSDARG00000038608,ENSDARG00000100114,ENSDARG00000037514,ENSDARG00000098733,ENSDARG00000006314,ENSDARG00000008858,ENSDARG00000037062,ENSDARG00000005462,ENSDARG00000061355,ENSDARG00000100462,ENSDARG00000098968,ENSDARG00000007081,ENSDARG00000074552,ENSDARG00000076730,ENSDARG00000024654,ENSDARG00000074316,ENSDARG00000025189,ENSDARG00000060944,ENSDARG00000103609,ENSDARG00000087873,ENSDARG00000034344,ENSDARG00000005251,ENSDARG00000058995,ENSDARG00000102879,ENSDARG00000103720,ENSDARG00000103286,ENSDARG00000019746,ENSDARG00000060390,ENSDARG00000023694,ENSDARG00000044492,ENSDARG00000076988,ENSDARG00000044010,ENSDARG00000021398,ENSDARG00000045343,ENSDARG00000020982,ENSDARG00000020625,ENSDARG00000075891,ENSDARG00000044935,ENSDARG00000002897,ENSDARG00000034693,ENSDARG00000102986,ENSDARG00000062221,ENSDARG00000063553,ENSDARG00000039345,ENSDARG00000059857,ENSDARG00000078915,ENSDARG00000019516"
